가구일련번호,향후거주의향,입력된가구원수계,나이,주택형태,성별,교육정도,혼인상태,지역 거주기간,통근시간(분),월평균가구소득
F00888,3,1,58,2,2,6,1,18,,4
F00889,2,3,38,2,1,6,2,1,,6
F00889,2,3,39,,2,6,2,1,,
F00890,2,2,51,2,1,6,4,1,,3
F00890,3,2,80,,2,3,3,3,,
F00891,4,2,70,,2,3,2,15,,
F00891,4,2,76,2,1,4,2,15,,3
F00892,2,1,49,2,2,6,1,15,15,4
F00893,5,4,43,,2,5,2,9,,
F00893,4,4,43,2,1,6,2,9,30,3
F00894,4,1,29,2,1,6,1,6,,5
F00895,2,1,30,2,2,6,1,1,10,5
F00896,4,2,27,,1,5,1,1,20,
F00896,4,2,58,2,1,6,4,1,,5
F00897,4,3,64,,2,3,2,42,,
F00897,4,3,72,2,1,3,2,42,30,3
F00898,3,2,64,,2,4,2,30,,
F00898,5,2,67,2,1,3,2,30,10,3
F00899,3,2,39,2,2,7,1,10,20,6
F00899,2,2,66,,2,4,4,10,30,
F00900,4,1,26,2,1,6,1,2,30,5
F00901,4,2,47,,1,5,1,1,,
F00901,2,2,53,2,2,8,4,1,,4
F00902,5,1,57,2,2,4,3,28,20,3
F00903,4,1,85,2,2,3,3,21,,2
F00904,5,3,35,,2,5,2,2,,
F00904,5,3,40,2,1,6,2,2,30,5
F00905,4,1,78,2,2,2,3,40,,1
F00906,4,1,36,2,1,7,1,22,20,5
F00907,5,4,20,,2,6,1,20,50,
F00907,4,4,22,,2,5,1,22,40,
F00907,4,4,26,,2,4,1,26,5,
F00907,5,4,52,2,2,4,4,48,15,5
F00908,3,2,49,,1,4,1,30,,
F00908,4,2,76,2,2,4,3,30,30,5
F00909,4,1,37,2,2,7,1,25,30,6
F00910,3,3,17,,2,4,1,6,50,
F00910,4,3,46,,2,6,2,6,,
F00910,3,3,46,2,1,6,2,6,40,9
F00911,1,3,16,,1,4,1,12,30,
F00911,4,3,47,,2,7,2,12,30,
F00911,4,3,52,2,1,6,2,12,45,10
F00912,4,3,38,,2,8,2,10,30,
F00912,4,3,41,2,1,6,2,10,20,10
F00913,2,3,48,,1,5,1,1,,
F00913,2,3,54,,2,4,2,29,,
F00913,1,3,61,2,1,4,2,29,,4
F00914,2,3,37,,2,5,2,1,40,
F00914,4,3,39,2,1,6,2,25,20,6
F00915,4,3,42,,2,6,2,6,,
F00915,3,3,45,2,1,3,2,6,20,6
F00916,4,4,34,,2,6,2,23,,
F00916,5,4,42,2,1,1,2,20,20,6
F00917,3,2,65,,2,4,2,30,,
F00917,3,2,65,2,1,4,2,30,,3
F00918,4,2,65,,2,4,2,40,,
F00918,4,2,66,2,1,4,2,40,,3
F00919,3,1,34,2,1,6,1,1,,3
F00920,4,3,36,,2,6,2,10,,
F00920,4,3,41,2,1,6,2,10,30,6
F00921,4,3,29,,1,6,1,20,,
F00921,4,3,60,,2,6,2,21,20,
F00921,4,3,61,2,1,6,2,21,30,6
F00922,3,2,38,,2,6,2,2,10,
F00922,2,2,43,2,1,6,2,1,40,10
F00923,4,1,36,2,1,7,1,7,15,8
F00924,3,4,15,,2,4,1,15,15,
F00924,3,4,45,,2,5,2,16,30,
F00924,5,4,51,2,1,6,2,16,,8
F00925,4,5,39,,1,6,1,12,,
F00925,4,5,40,,2,7,2,10,50,
F00925,4,5,42,2,1,7,2,12,,10
F00926,4,3,39,,2,7,2,32,,
F00926,4,3,39,2,1,8,2,12,,10
F00927,4,3,36,2,1,6,2,10,30,5
F00927,5,3,37,,2,6,2,3,,
F00928,3,4,19,,1,4,1,4,30,
F00928,3,4,23,,2,6,1,4,30,
F00928,4,4,54,,2,6,2,4,,
F00928,4,4,54,2,1,8,2,4,30,10
F00929,2,4,15,,1,3,1,15,5,
F00929,2,4,17,,2,4,1,16,20,
F00929,4,4,46,,2,6,2,16,30,
F00929,4,4,48,2,1,6,2,17,45,9
F00930,4,4,45,,2,6,2,3,,
F00930,4,4,46,2,1,6,2,3,50,10
F00931,3,3,49,,2,6,2,11,,
F00931,4,3,52,2,1,5,2,35,,6
F00932,3,3,33,,1,4,1,30,20,
F00932,4,3,61,,2,4,2,30,20,
F00932,4,3,62,2,1,4,2,30,40,9
F00933,4,2,80,,2,2,2,26,,
F00933,4,2,85,2,1,4,2,26,,3
F00934,4,4,50,,2,4,2,8,,
F00934,3,4,50,2,1,4,2,8,20,4
F00935,1,4,42,,2,6,2,30,,
F00935,2,4,42,2,1,6,2,40,30,7
F00936,3,3,20,,1,6,1,19,40,
F00936,3,3,49,,2,6,2,19,,
F00936,2,3,49,2,1,6,2,19,,7
F00937,5,3,60,2,1,6,2,20,,3
F00937,5,3,61,,2,4,2,20,,
F00938,3,4,32,,2,4,1,25,,
F00938,3,4,69,,2,2,2,25,,
F00938,4,4,71,2,1,2,2,25,10,5
F00939,4,2,66,,2,4,2,25,,
F00939,3,2,68,1,1,4,2,25,,4
F00940,4,3,39,,2,6,2,25,,
F00940,4,3,42,1,1,7,2,15,40,6
F00941,4,5,40,,2,6,2,12,7,
F00941,4,5,43,1,1,6,2,12,30,8
F00942,3,2,62,1,1,6,2,38,,3
F00942,3,2,64,,2,4,2,38,,
F00943,5,2,38,,2,5,2,28,10,
F00943,5,2,38,1,1,4,2,10,30,7
F00944,4,1,79,1,2,4,3,10,,1
F00945,4,2,39,,2,6,2,4,,
F00945,4,2,42,1,1,6,2,4,10,5
F00946,2,4,17,,2,4,1,11,15,
F00946,1,4,45,,2,4,2,11,,
F00946,1,4,49,1,1,6,2,11,,8
F00947,4,1,40,1,1,6,1,25,30,5
F00948,5,1,78,1,2,2,3,43,5,2
F00949,5,1,34,1,2,7,2,8,20,8
F00950,2,1,45,3,1,6,1,6,30,5
F00951,5,1,81,1,2,1,3,15,,1
F00952,3,4,38,,2,6,2,1,,
F00952,4,4,41,1,1,7,2,15,30,7
F00953,4,4,25,,1,4,1,20,20,
F00953,4,4,27,,2,5,1,20,,
F00953,4,4,51,,2,6,2,20,20,
F00953,4,4,55,1,1,6,2,18,40,8
F00954,1,3,30,,1,6,1,30,20,
F00954,4,3,54,,2,4,2,33,10,
F00954,4,3,57,1,1,6,2,33,9,5
F00955,4,4,44,,2,6,2,11,,
F00955,4,4,47,1,1,5,2,14,30,4
F00956,3,6,32,,2,8,2,2,,
F00956,2,6,33,1,1,6,2,2,40,8
F00957,2,3,27,,2,6,1,2,10,
F00957,4,3,62,1,2,4,4,2,30,5
F00957,3,3,80,,2,2,3,2,,
F00958,2,4,15,,1,3,1,9,10,
F00958,3,4,18,,2,4,1,9,,
F00958,4,4,48,,2,6,2,9,10,
F00958,3,4,51,1,1,6,2,9,20,10
F00959,4,3,42,,2,6,2,10,20,
F00959,4,3,47,1,1,6,2,10,20,4
F00960,4,3,39,,1,5,1,20,20,
F00960,4,3,62,,2,2,2,20,,
F00960,3,3,66,1,1,2,2,20,20,4
F00961,3,2,27,,2,5,1,24,,
F00961,3,2,53,1,2,4,2,24,50,3
F00962,4,1,33,1,1,6,1,3,10,5
F00963,3,2,72,,2,4,2,40,,
F00963,5,2,75,1,1,4,2,40,,4
F00964,5,2,32,,2,7,2,2,30,
F00964,4,2,35,1,1,7,2,3,40,8
F00965,3,1,48,1,2,7,2,24,10,5
F00966,3,2,26,1,1,6,2,2,20,5
F00966,4,2,35,,2,6,2,2,20,
F00967,4,6,42,,2,6,2,42,,
F00967,5,6,44,,2,7,2,44,,
F00967,5,6,46,2,1,7,2,15,20,10
F00968,3,4,16,,1,4,1,12,10,
F00968,3,4,45,,2,5,2,12,,
F00968,4,4,46,2,1,6,2,10,40,6
F00969,5,2,83,,2,3,2,50,,
F00969,5,2,85,2,1,8,2,50,,5
F00970,3,4,28,,1,8,1,25,20,
F00970,4,4,32,,1,6,1,18,30,
F00970,4,4,57,,2,6,2,25,10,
F00970,3,4,61,2,1,6,2,25,50,10
F00971,4,4,19,,1,5,1,17,,
F00971,4,4,23,,1,6,1,20,,
F00971,3,4,50,,2,6,2,18,,
F00971,4,4,50,2,1,6,2,18,30,10
F00972,4,5,38,2,1,6,4,38,30,8
F00972,3,5,66,,2,2,2,39,,
F00972,4,5,67,,1,3,2,39,40,
F00973,4,3,20,,2,6,1,18,30,
F00973,3,3,52,2,1,6,2,30,30,7
F00973,3,3,61,,2,4,2,26,30,
F00974,5,1,80,2,2,5,3,30,,4
F00975,3,4,24,,1,6,1,21,30,
F00975,4,4,30,,2,6,1,20,,
F00975,4,4,57,,2,6,2,22,,
F00975,3,4,60,2,1,6,2,21,,6
F00976,4,3,24,,1,6,1,24,30,
F00976,5,3,51,,2,6,2,25,10,
F00976,4,3,54,2,1,7,2,30,10,10
F00977,3,4,44,,2,6,2,6,10,
F00977,3,4,45,2,1,6,2,6,30,10
F00978,4,4,15,,1,3,1,15,10,
F00978,3,4,45,,2,7,2,5,30,
F00978,4,4,48,2,1,6,2,5,,10
F00979,3,4,39,2,2,5,2,15,,10
F00980,3,4,39,,2,6,2,30,,
F00980,3,4,51,2,1,6,2,40,40,10
F00981,3,3,50,,2,5,2,50,30,
F00981,4,3,56,2,1,7,2,30,50,10
F00982,3,4,21,,1,6,1,19,,
F00982,3,4,22,,1,6,1,19,,
F00982,2,4,25,,2,6,1,19,50,
F00982,2,4,47,2,2,4,2,19,,10
F00983,4,5,16,,1,4,1,16,10,
F00983,2,5,19,,1,4,1,15,,
F00983,4,5,20,,2,6,1,15,,
F00983,3,5,46,,2,6,2,15,15,
F00983,1,5,49,2,1,8,2,15,40,10
F00984,4,4,44,,2,6,1,24,,
F00984,4,4,73,,2,4,2,24,,
F00984,5,4,73,2,1,7,2,24,20,6
F00985,3,4,15,,1,3,1,13,20,
F00985,4,4,17,,1,4,1,13,20,
F00985,5,4,46,2,2,7,2,13,,10
F00986,4,3,15,,2,3,1,3,10,
F00986,2,3,45,2,2,7,2,3,10,10
F00987,3,6,16,,2,4,1,12,20,
F00987,2,6,48,2,1,8,2,14,10,10
F00987,2,6,49,,2,6,2,14,10,
F00987,1,6,79,,1,2,3,14,,
F00988,3,4,22,,2,4,1,22,20,
F00988,3,4,25,,2,6,1,25,,
F00988,4,4,53,,2,6,2,26,,
F00988,2,4,56,2,1,7,2,25,20,10
F00989,4,3,42,,2,6,1,30,,
F00989,3,3,69,,2,5,2,30,,
F00989,4,3,71,2,1,6,2,30,20,10
F00990,4,4,22,,1,6,1,22,10,
F00990,5,4,25,,2,6,1,25,,
F00990,4,4,52,,2,7,2,26,25,
F00990,3,4,54,2,1,7,2,25,15,10
F00991,1,2,27,,1,7,1,2,,
F00991,2,2,58,2,2,6,2,2,,5
F00992,3,3,48,,2,6,2,10,30,
F00992,3,3,49,2,1,8,2,20,,9
F00993,3,3,50,,2,7,2,8,40,
F00993,3,3,53,2,1,6,2,8,40,10
F00994,4,4,17,,2,4,1,11,20,
F00994,4,4,19,,2,6,1,11,,
F00994,4,4,51,,2,6,2,18,,
F00994,4,4,51,2,1,6,2,11,20,10
F00995,2,4,38,,2,6,2,10,10,
F00995,3,4,40,2,1,6,2,11,,10
F00996,4,5,18,,1,4,1,18,30,
F00996,5,5,20,,2,6,1,20,,
F00996,3,5,49,,2,6,2,23,,
F00996,4,5,49,,2,7,1,23,10,
F00996,5,5,50,2,1,6,2,45,,8
F00997,4,4,39,2,2,8,2,8,30,10
F00997,4,4,64,,2,6,3,8,,
F00998,4,2,60,,2,6,2,20,10,
F00998,4,2,62,2,1,7,2,30,10,5
F00999,4,2,82,,2,6,2,27,,
F00999,4,2,83,2,1,6,2,27,,3
F01000,4,4,34,,2,7,2,30,20,
F01000,4,4,40,2,1,6,2,30,30,8
F01001,4,3,16,,1,4,1,16,20,
F01001,4,3,47,,2,6,2,19,20,
F01001,4,3,48,2,1,6,2,20,,10
F01002,5,3,25,,2,6,1,25,,
F01002,4,3,63,,2,5,2,63,40,
F01002,4,3,65,2,1,6,2,63,40,10
F01003,3,4,19,,1,5,1,19,10,
F01003,3,4,23,,2,6,1,23,,
F01003,3,4,50,,2,6,2,30,,
F01003,4,4,55,2,1,7,2,30,50,9
F01004,4,2,80,,2,6,2,22,,
F01004,3,2,82,2,1,6,2,22,,5
F01005,3,5,15,,1,3,1,9,20,
F01005,3,5,43,,2,7,2,9,10,
F01005,3,5,44,2,1,8,2,9,20,10
F01005,3,5,69,,2,6,3,9,,
F01006,4,2,55,2,1,6,2,16,,8
F01006,4,2,56,,2,4,2,16,,
F01007,3,3,22,,1,6,1,22,10,
F01007,4,3,28,,2,6,1,22,50,
F01007,4,3,57,2,2,6,2,22,,6
F01008,4,4,39,,2,5,1,19,30,
F01008,4,4,40,,2,4,1,19,,
F01008,4,4,65,,2,4,2,19,,
F01008,3,4,72,2,1,6,2,19,,5
F01009,3,3,31,,1,6,1,31,30,
F01009,4,3,67,2,1,6,2,41,,5
F01009,2,3,68,,2,5,2,41,,
F01010,3,5,19,,1,6,1,16,30,
F01010,4,5,20,,1,6,1,16,20,
F01010,4,5,47,,2,6,2,16,,
F01010,5,5,49,2,1,7,2,15,20,10
F01011,4,2,58,,2,6,2,23,,
F01011,4,2,63,2,1,7,2,23,20,9
F01012,5,1,51,1,1,3,1,15,,2
F01013,4,3,28,,1,4,1,21,,
F01013,4,3,62,,2,4,2,40,,
F01013,5,3,62,1,1,4,2,21,,5
F01014,5,2,77,,2,3,2,40,,
F01014,5,2,78,1,1,4,2,40,,4
F01015,4,3,30,,1,5,1,8,15,
F01015,4,3,61,,2,4,2,8,15,
F01015,4,3,62,1,1,4,2,8,15,6
F01016,5,1,67,1,2,2,4,30,,4
F01017,4,1,85,1,1,2,2,89,,2
F01018,4,2,33,1,1,6,1,21,,6
F01018,5,2,59,,2,6,4,21,25,
F01019,4,1,82,1,2,1,3,30,,1
F01020,4,1,25,1,1,6,1,1,10,4
F01021,5,1,28,1,1,6,1,1,20,5
F01022,4,2,60,,2,4,2,21,20,
F01022,4,2,67,1,1,4,2,43,30,4
F01023,2,2,64,,2,4,2,3,15,
F01023,4,2,70,1,1,4,2,3,,3
F01024,3,2,25,,2,4,1,3,20,
F01024,4,2,49,1,2,4,4,3,20,5
F01025,4,1,26,1,2,6,1,17,,2
F01026,3,2,35,,2,4,2,1,20,
F01026,3,2,42,1,1,4,2,2,25,5
F01027,5,4,37,,2,6,2,11,7,
F01027,4,4,37,2,1,6,2,11,10,7
F01028,1,4,30,,2,6,2,1,,
F01028,1,4,33,2,1,6,2,1,30,4
F01028,1,4,61,,2,4,2,1,,
F01029,3,2,39,,2,5,2,4,40,
F01029,3,2,42,2,1,6,2,4,40,9
F01030,3,1,59,2,2,4,3,13,,3
F01031,2,3,29,,1,6,2,3,20,
F01031,4,3,37,2,2,6,2,28,10,5
F01032,1,4,27,,1,6,1,27,55,
F01032,2,4,29,,1,5,1,29,30,
F01032,4,4,53,,2,4,2,48,30,
F01032,4,4,66,2,1,3,2,30,20,5
F01033,4,3,32,,2,6,2,4,5,
F01033,4,3,36,2,1,6,2,4,,10
F01034,4,4,33,,2,6,2,4,15,
F01034,4,4,35,2,1,6,2,4,,7
F01035,4,3,38,,1,5,1,5,,
F01035,2,3,67,,2,4,2,7,,
F01035,2,3,69,2,1,4,2,7,50,7
F01036,4,3,38,,2,6,2,9,30,
F01036,4,3,38,2,1,6,2,4,20,9
F01037,3,4,19,,2,6,1,6,,
F01037,3,4,50,,2,5,2,6,,
F01037,3,4,53,2,1,5,2,6,15,5
F01038,4,1,51,2,1,4,1,25,30,7
F01039,3,2,48,2,1,6,2,20,,6
F01039,3,2,49,,2,5,2,16,,
F01040,2,4,49,,2,5,2,23,,
F01040,4,4,51,2,1,6,2,48,15,7
F01041,3,2,34,,2,6,2,4,40,
F01041,4,2,38,2,1,6,2,8,30,6
F01042,5,1,69,3,1,3,3,20,10,2
F01043,5,2,45,3,2,5,1,45,50,6
F01043,5,2,79,,2,2,3,45,,
F01044,5,1,85,3,2,5,3,51,,3
F01045,4,2,26,,1,6,1,2,30,
F01045,4,2,30,3,2,7,1,5,,4
F01046,4,1,31,3,1,6,1,8,30,4
F01047,4,2,34,3,1,6,1,30,,5
F01047,4,2,65,,2,4,4,45,,
F01048,5,2,72,,2,4,2,35,30,
F01048,5,2,73,3,1,4,2,35,20,4
F01049,3,2,59,,2,4,2,6,30,
F01049,3,2,59,3,1,4,2,7,,5
F01050,4,1,47,3,2,6,1,13,,6
F01051,5,2,37,3,1,6,1,36,,4
F01051,5,2,66,,2,3,3,40,25,
F01052,2,3,29,,2,8,1,5,30,
F01052,4,3,52,,2,5,2,10,15,
F01052,5,3,53,3,1,5,2,10,20,6
F01053,2,2,69,,2,2,2,18,,
F01053,4,2,77,3,1,2,2,18,,3
F01054,2,5,20,,1,4,1,19,,
F01054,3,5,22,,2,6,1,16,,
F01054,3,5,26,,2,6,1,19,,
F01054,4,5,54,3,1,6,2,22,20,9
F01054,4,5,55,,2,4,2,22,30,
F01055,1,3,19,,2,4,1,16,30,
F01055,3,3,24,,2,6,1,24,,
F01055,3,3,51,3,2,7,4,27,30,4
F01056,3,2,26,3,2,6,1,1,20,5
F01056,3,2,28,,2,6,1,3,20,
F01057,3,3,39,,2,7,2,34,30,
F01057,2,3,40,2,1,7,2,16,25,3
F01058,3,3,23,,2,6,1,15,20,
F01058,4,3,53,,2,4,2,15,30,
F01058,4,3,56,2,1,6,2,15,15,7
F01059,5,3,47,,1,4,1,25,20,
F01059,3,3,56,2,1,4,4,35,,5
F01059,3,3,78,,2,1,3,10,,
F01060,4,4,18,,1,4,1,17,30,
F01060,4,4,21,,2,6,1,20,10,
F01060,5,4,48,,2,6,2,40,15,
F01060,4,4,51,2,1,6,2,51,20,6
F01061,4,3,41,2,1,5,2,37,20,4
F01061,4,3,45,,2,6,2,21,,
F01062,5,3,34,,1,5,1,34,40,
F01062,5,3,59,,2,3,2,35,20,
F01062,5,3,64,2,1,2,2,40,50,7
F01063,5,1,63,2,1,4,4,42,30,3
F01064,4,4,26,,1,6,1,20,50,
F01064,4,4,28,,2,6,1,20,30,
F01064,2,4,58,,2,6,2,20,30,
F01064,5,4,62,2,1,7,2,23,15,10
F01065,4,3,27,,1,6,1,27,40,
F01065,4,3,54,,2,6,2,28,,
F01065,4,3,58,2,1,6,2,28,50,6
F01066,4,2,65,,2,4,2,34,,
F01066,4,2,69,2,1,4,2,45,30,3
F01067,5,1,54,2,2,4,2,33,10,10
F01068,4,4,23,,1,6,1,22,,
F01068,4,4,26,,1,5,1,25,10,
F01068,2,4,56,,2,4,2,29,30,
F01068,5,4,57,2,1,4,2,28,,6
F01069,4,3,37,2,1,5,2,6,50,7
F01069,4,3,38,,2,5,2,38,,
F01070,5,3,26,,1,4,1,10,,
F01070,5,3,31,,1,6,1,10,15,
F01070,5,3,33,2,2,6,1,10,,3
F01071,5,3,21,,2,5,1,17,,
F01071,5,3,48,,2,6,2,16,,
F01071,5,3,51,2,1,6,2,23,40,6
F01072,5,4,23,,1,5,1,16,,
F01072,4,4,24,,1,6,1,16,,
F01072,4,4,51,,2,5,2,16,,
F01072,4,4,54,2,1,6,2,16,30,8
F01073,4,2,62,,2,6,2,62,,
F01073,3,2,63,2,1,6,2,30,20,10
F01074,3,4,17,,2,4,1,17,30,
F01074,3,4,19,,2,5,1,19,20,
F01074,4,4,47,,2,6,2,40,30,
F01074,4,4,49,2,1,6,2,44,30,6
F01075,3,3,39,,2,4,1,20,50,
F01075,2,3,62,,2,4,2,20,,
F01075,3,3,71,2,1,4,2,20,,6
F01076,3,3,39,,2,6,1,38,,
F01076,5,3,67,,2,4,2,45,,
F01076,5,3,67,2,1,4,2,60,,6
F01077,2,4,32,,2,6,4,27,,
F01077,2,4,56,,2,4,2,33,20,
F01077,3,4,57,2,1,6,2,35,,10
F01077,4,4,85,,1,3,3,10,,
F01078,5,2,74,,2,6,2,39,,
F01078,5,2,80,2,1,6,2,39,,3
F01079,4,3,27,,2,6,1,27,30,
F01079,4,3,55,,2,5,2,30,30,
F01079,5,3,55,2,1,6,2,45,30,7
F01080,4,3,24,,1,4,1,24,,
F01080,4,3,53,,2,6,2,33,40,
F01080,4,3,57,2,1,5,2,34,30,9
F01081,3,3,21,,1,6,1,21,30,
F01081,4,3,62,,2,4,2,28,,
F01081,4,3,63,2,1,4,2,28,10,7
F01082,4,6,24,,1,7,2,24,,
F01082,3,6,31,,2,6,2,7,,
F01082,4,6,63,,2,4,2,40,50,
F01082,4,6,66,2,1,7,2,40,50,7
F01083,1,4,18,,2,4,1,17,30,
F01083,1,4,23,,2,6,1,20,,
F01083,2,4,51,,2,6,2,20,,
F01083,3,4,56,2,1,6,2,22,10,7
F01084,2,3,22,,2,4,1,22,30,
F01084,3,3,51,,2,5,2,26,30,
F01084,3,3,52,2,1,5,2,27,30,10
F01085,3,3,23,,2,5,1,23,,
F01085,3,3,51,,2,4,2,31,,
F01085,4,3,56,2,1,6,2,31,20,6
F01086,4,5,34,,2,6,2,8,,
F01086,4,5,65,,2,4,2,27,,
F01086,5,5,65,2,1,4,2,27,,10
F01087,4,4,31,,2,6,2,31,,
F01087,4,4,33,2,1,6,2,33,30,9
F01088,5,4,41,,2,6,2,13,,
F01088,5,4,42,2,1,6,2,42,40,6
F01089,3,4,23,,2,6,1,4,15,
F01089,3,4,26,,1,7,1,4,20,
F01089,4,4,53,,2,5,2,4,10,
F01089,4,4,58,2,1,6,2,4,,7
F01090,3,3,32,,2,7,1,8,20,
F01090,3,3,56,,2,2,2,8,10,
F01090,3,3,60,2,1,3,2,8,20,10
F01091,4,3,35,,2,5,2,8,20,
F01091,4,3,35,2,1,5,2,30,20,7
F01092,2,4,16,,2,4,1,2,30,
F01092,3,4,21,,1,4,1,2,,
F01092,3,4,46,,2,4,2,2,30,
F01092,3,4,47,2,1,4,2,2,10,7
F01093,5,3,24,,1,5,1,6,10,
F01093,4,3,49,,2,4,2,30,25,
F01093,5,3,51,2,1,4,2,29,20,7
F01094,3,2,68,,2,3,2,2,,
F01094,4,2,71,2,1,3,2,40,,3
F01095,4,4,29,,2,6,1,22,30,
F01095,4,4,33,,1,5,1,22,20,
F01095,5,4,55,,2,6,2,22,,
F01095,4,4,58,2,1,6,2,22,20,9
F01096,4,2,20,,2,6,1,8,20,
F01096,3,2,50,2,2,6,2,9,30,10
F01097,5,3,43,,2,4,2,17,30,
F01097,4,3,48,2,1,4,2,17,,5
F01098,4,4,43,,2,8,2,15,50,
F01098,3,4,47,2,1,6,2,17,10,8
F01099,3,4,16,,1,4,1,10,10,
F01099,4,4,18,,1,5,1,9,20,
F01099,1,4,46,,2,5,2,9,20,
F01099,4,4,50,2,1,6,2,10,,9
F01100,4,4,25,,2,5,1,6,,
F01100,4,4,25,,2,6,1,6,30,
F01100,4,4,51,,2,4,2,6,30,
F01100,4,4,54,2,1,6,2,6,,6
F01101,4,2,52,2,1,6,2,45,30,5
F01101,5,2,53,,2,4,2,53,,
F01102,4,4,38,,2,7,2,7,40,
F01102,1,4,38,2,1,6,2,5,,9
F01103,2,4,24,,1,6,1,10,20,
F01103,4,4,54,,2,5,2,8,30,
F01103,3,4,55,2,1,6,2,10,20,5
F01103,4,4,80,,2,2,3,8,,
F01104,2,2,72,2,2,3,2,7,,3
F01104,4,2,79,,1,3,2,7,,
F01105,4,1,35,2,1,6,1,5,20,4
F01106,5,3,25,,1,5,1,25,,
F01106,2,3,52,,2,4,2,26,,
F01106,2,3,54,2,1,4,2,26,30,7
F01107,5,4,37,,2,5,2,37,,
F01107,4,4,38,2,1,5,2,13,20,4
F01108,3,4,20,,2,6,1,10,,
F01108,3,4,23,,2,5,1,10,10,
F01108,3,4,49,,2,5,2,10,20,
F01108,2,4,51,2,1,6,2,10,10,6
F01109,2,3,38,,2,4,2,15,,
F01109,3,3,39,2,1,4,2,15,20,8
F01110,5,3,31,,2,6,2,24,,
F01110,4,3,35,2,1,6,2,3,,5
F01111,4,2,43,,2,5,2,30,,
F01111,3,2,48,2,1,6,2,10,,4
F01112,4,1,42,2,2,7,1,5,,5
F01113,4,3,45,,2,5,2,29,10,
F01113,2,3,45,2,1,6,2,14,10,7
F01114,3,4,38,,2,6,2,12,10,
F01114,4,4,43,2,1,8,2,10,,6
F01115,4,4,38,,2,5,2,8,20,
F01115,4,4,45,2,1,6,2,8,30,6
F01116,1,4,38,,2,6,2,2,,
F01116,3,4,40,2,1,6,2,2,,6
F01117,4,3,17,,1,4,1,17,,
F01117,4,3,50,,2,5,2,20,10,
F01117,3,3,52,2,1,5,2,14,10,8
F01118,4,3,15,,1,3,1,15,10,
F01118,4,3,18,,2,4,1,17,40,
F01118,4,3,47,2,2,6,4,17,30,5
F01119,4,2,34,,2,6,2,27,20,
F01119,3,2,39,2,1,6,2,4,,6
F01120,4,2,22,,1,6,1,22,,
F01120,4,2,49,2,2,6,2,24,,4
F01121,3,2,67,,2,3,2,25,10,
F01121,3,2,73,2,1,6,2,25,,2
F01122,5,3,42,,2,7,2,28,,
F01122,5,3,47,2,1,6,2,6,,7
F01123,4,1,34,2,1,7,4,28,50,6
F01124,3,3,19,,1,5,1,18,,
F01124,3,3,53,,2,6,2,20,50,
F01124,4,3,57,2,1,6,2,20,,10
F01125,4,4,29,,2,5,1,4,30,
F01125,3,4,34,,2,6,1,4,50,
F01125,2,4,63,,2,5,2,4,,
F01125,2,4,69,2,1,6,2,4,10,7
F01126,3,4,15,,2,3,1,15,10,
F01126,3,4,20,,2,6,1,20,,
F01126,5,4,47,2,2,6,2,37,30,10
F01126,5,4,48,,1,5,2,20,30,
F01127,4,2,16,,1,4,1,10,10,
F01127,4,2,42,2,2,6,2,20,20,7
F01128,3,2,57,,2,5,2,30,25,
F01128,5,2,60,2,1,6,2,30,,3
F01129,4,1,31,2,2,6,2,3,,4
F01130,4,1,46,2,1,6,1,10,,3
F01131,4,2,23,,1,5,1,14,30,
F01131,3,2,50,2,2,4,2,18,10,5
F01132,4,2,75,,2,6,2,29,,
F01132,4,2,82,2,1,6,2,29,,5
F01133,4,4,16,,2,4,1,12,5,
F01133,4,4,43,,2,6,2,12,40,
F01133,4,4,48,2,1,8,2,12,,9
F01134,4,3,42,,2,6,2,2,20,
F01134,5,3,42,2,1,6,2,2,10,10
F01135,5,2,65,,2,6,2,30,10,
F01135,5,2,66,2,1,6,2,30,15,6
F01136,5,2,72,,2,3,2,27,,
F01136,5,2,74,2,1,4,2,27,30,5
F01137,4,3,54,,2,6,2,12,,
F01137,4,3,57,2,1,6,2,10,30,10
F01138,4,4,15,,2,3,1,14,10,
F01138,4,4,45,,2,5,2,20,,
F01138,4,4,47,2,1,6,2,20,20,10
F01139,3,3,17,,1,4,1,17,30,
F01139,3,3,50,2,2,8,2,20,30,10
F01140,3,4,44,,2,7,2,10,30,
F01140,4,4,45,2,1,6,2,40,20,9
F01141,3,4,18,,1,4,1,12,,
F01141,2,4,23,,2,7,1,12,10,
F01141,3,4,49,2,1,6,2,14,,10
F01141,2,4,50,,2,6,2,13,30,
F01142,4,4,17,,1,4,1,13,7,
F01142,3,4,20,,2,6,1,13,,
F01142,4,4,47,,2,6,2,13,,
F01142,4,4,51,2,1,6,2,13,30,10
F01143,4,3,19,,2,5,1,19,,
F01143,2,3,44,,2,5,2,30,20,
F01143,4,3,51,2,1,6,2,50,20,5
F01144,3,4,22,,1,5,1,21,,
F01144,3,4,24,,2,5,1,21,20,
F01144,2,4,53,,2,6,2,21,,
F01144,2,4,56,2,1,7,2,21,,8
F01145,4,4,17,,1,4,1,10,,
F01145,4,4,19,,2,6,1,10,,
F01145,4,4,47,,2,7,2,10,30,
F01145,4,4,51,2,1,6,2,10,,10
F01146,2,3,47,,2,5,2,16,,
F01146,1,3,47,2,1,6,2,16,,9
F01147,3,5,37,,2,6,2,28,10,
F01147,2,5,40,2,1,5,2,7,30,5
